Nombre;Categoria;Subcategoria;Color;Precio;Venta;Tallas;Referencia;Otros;
JONY;Hombre;Deportiva;marron;45,90€;Si;41-42-43-44;84466-C50236;Material principal:Sintetico$Altura:3.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
DEAN;Hombre;Deportiva;negro;49,90€;Si;44;84604-C20291;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
DANNA;Hombre;Deportiva;negro;45,90€;Si;41-42-43-44;84605-C18382;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
KIMAX;Hombre;DEPORTIVA;burdeos;49,99€;Si;40-41-42;84327-C47437;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
KIMAX;Hombre;BOTÍN;azul;49,99€;Si;40-41;84333-C48141;Material principal:Piel$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Piel$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja;
KIMAX;Hombre;DEPORTIVA;negro;49,90€;Si;41-42;84299-C47368;Material principal:Piel$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
KIMAX;Hombre;DEPORTIVA;marron;49,90€;Si;45;84299-352104;Material principal:Piel$Altura:2 cm;
KIMAX;Hombre;Zapato;azul;49,99€;Si;40-43;84334-C48144;Material principal:Serraje$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda;
PICADILLY;Hombre;Zapato;negro;49,90€;Si;43-45;84362-C13145;Material principal:Piel$Altura:2 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
MIAMI;Hombre;Deportiva;marron;39,90€;Si;40-41-42-43-44;84506-C50008;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
de lona;Hombre;Deportiva;blanco;23,99€;Si;43-44-45;15380-I222;Material principal:Textil$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Textil$Tipo de puntera:Redonda;
de lona;Hombre;Deportivas;negro;23,99€;No;?;15380-C20462;Material principal:Textil$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
de lona;Hombre;Deportivas;azul;23,99€;Si;40-41-42-43-44-45;15380-I243;Material principal:Textil$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
DETROIT;Hombre;Deportiva;verde;49,99€;No;?;84463-C23802;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
DETROIT;Hombre;Deportiva;cuero;45,99€;No;?;84463-C49027;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
PICADILLY;Hombre;Deportiva;beige;39,99€;No;?;84441-C48981;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
PORLAND;Hombre;Deportiva;azul;39,99€;No;?;84363-C49381;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
PORLAND;Hombre;Deportiva;gris;39,99€;No;?;84363-C49383;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
ROMA;Hombre;Deportiva;blanco;39,99€;No;?;84385-C48984;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
METRO;Hombre;Deportiva;verde;36,99€;No;?;84086-C49013;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
JOGGER;Hombre;Deportiva;azul;36,99€;No;?;84361B-C49102;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
METRO;Hombre;Deportiva;azul;36,99€;No;?;84086-C48968;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
PORLAND;Hombre;DEPORTIVA;marino;39,99€;No;?;84363-C48442;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
JOGGER;Hombre;Deportiva;negro;36,99€;No;?;84361B-C48146;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
PORLAND;Hombre;Deportiva;azul;39,90€;No;?;84363-C50017;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
PEKIN;Hombre;Deportivas;negro;45,99€;No;?;84261-C47379;Altura:3 cm;
PEKIN;Hombre;Deportivas;verde;45,99€;No;?;84261-C47378;Altura:3 cm;
JOGGE;Hombre;DEPORTIVA;verde;35,99€;No;?;84361-C42838;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
